migration_action,repo_target,source_path,sha256,size_bytes,status,size_risk,reason
EXCLUDE,,janus_n17_repro_release/clean_replay/Janus_MoSSe_Current_ReproducibilityRelease_v2/provenance_scripts/edge_weight_ground_switch.py,7176e83e7df49f3a2af1f0d53ddb44385f4a6d7ff3ff510eb6dd308aaab4d116,1419,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0397.
EXCLUDE,,janus_n17_repro_release/clean_replay/Janus_MoSSe_Current_ReproducibilityRelease_v2/provenance_scripts/edge_weight_sensitivity.py,ce8b8b7a68e882a9e961a4ba2bbce2799e5031451d3224085a8254d2f66f1f6f,2596,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0705.
EXCLUDE,,janus_n17_repro_release/clean_replay/Janus_MoSSe_Current_ReproducibilityRelease_v2/provenance_scripts/floquet_conditioning_audit.py,c91aa58aa940538cd96684d3d26d8226f6b7ff9437aeb1123c0fd1f41625e374,3343,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0685.
EXCLUDE,,janus_n17_repro_release/clean_replay/Janus_MoSSe_Current_ReproducibilityRelease_v2/provenance_scripts/make_resolved_figures.py,a8f74a787b0af005f814cf1222b15ab04d15df072db0fadd88ceaea23c311db2,11587,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0573.
EXCLUDE,,janus_n17_repro_release/clean_replay/Janus_MoSSe_Current_ReproducibilityRelease_v2/provenance_scripts/matched_symmetry_audit.py,3ef780dbd6dfa7d788e98a30dc986d6e73998cf69448fcc812849ed5c3110be4,6873,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0219.
EXCLUDE,,janus_n17_repro_release/clean_replay/Janus_MoSSe_Current_ReproducibilityRelease_v2/provenance_scripts/matched_symmetry_final.py,ffac41fcfaa977a47f39a3201bb079038a05c05df005f9e44d8c0605686a6d0c,1641,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0860.
EXCLUDE,,janus_n17_repro_release/clean_replay/Janus_MoSSe_Current_ReproducibilityRelease_v2/provenance_scripts/resolve_branch_topology.py,550333a1ea3842e63a87d2750450a6bbb9d5d8aa9b58ec819359a955de9b14e9,3606,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0292.
EXCLUDE,,janus_n17_repro_release/clean_replay/Janus_MoSSe_Current_ReproducibilityRelease_v2/provenance_scripts/shape_scaling_audit.py,79757a4815644d7ff67824595611db079d76f1d516fb50542b1c8111d19f6a21,3300,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0422.
EXCLUDE,,janus_n17_repro_release/clean_replay/Janus_MoSSe_Current_ReproducibilityRelease_v2/provenance_scripts/thermal_cluster_audit.py,1813606a131d67f182a7f39935642c9b2e628d3648320dc592626eed89e00d01,7162,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0079.
EXCLUDE,,janus_n17_repro_release/clean_replay/Janus_MoSSe_Current_ReproducibilityRelease_v2/provenance_scripts/thermal_stationarity_analysis_provenance.py,7d121ae4c0d8d33566b41b572a1b415371ec69ea78960ab8fa9878a6aa4e7962,2462,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0431.
EXCLUDE,,janus_n17_repro_release/clean_replay/Janus_MoSSe_Current_ReproducibilityRelease_v2/provenance_scripts/thermal_stationarity_sim_provenance.py,c19d1798c42ad32c17474519613f726ee8f50bd71948edf95d33194665efc8b9,3660,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0658.
EXCLUDE,,janus_n17_repro_release/clean_replay/Janus_MoSSe_Current_ReproducibilityRelease_v2/provenance_scripts/triangle_branch_audit.py,9bbdafc7f55490a1bf34328d1fe38d168f70837a31610a201d507a454cec1725,3180,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0534.
EXCLUDE,,janus_n17_repro_release/clean_replay/Janus_MoSSe_Current_ReproducibilityRelease_v2/provenance_scripts/triangle_ground_switch.py,9f336c5d16c29cde253d49e3a3712c051aba03ad0909347cd5b65691e7865e74,2751,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0544.
EXCLUDE,,janus_n17_repro_release/clean_replay/Janus_MoSSe_Current_ReproducibilityRelease_v2/provenance_scripts/vector_mode_map.py,5593ccf03a3ef70d26e40a74d037e4dd97c12139bb454ad44d1f08fc4359a335,3043,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0296.
EXCLUDE,,janus_n17_repro_release/clean_replay/Janus_MoSSe_Current_ReproducibilityRelease_v2/recompute_stationary_thermal.py,3d12fce9718f47cc3e70ee81574b7e814d2c982cddc490c6fff5006a9731aba6,878,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0211.
EXCLUDE,,janus_n17_repro_release/clean_replay/Janus_MoSSe_Current_ReproducibilityRelease_v2/reports/AUDIT_RESOLUTION_REPORT.md,5fe5b1423565417de70c87f094c0993c46d205482a4b0a3e685206208cf745d1,861,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0333.
EXCLUDE,,janus_n17_repro_release/clean_replay/Janus_MoSSe_Current_ReproducibilityRelease_v2/reports/CANONICAL_BASELINE_REPORT.md,054d383db6ce999c1c443e033cdc867297edf9f427f40292d0b01951bf115d5e,5672,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0018.
EXCLUDE,,janus_n17_repro_release/clean_replay/Janus_MoSSe_Current_ReproducibilityRelease_v2/requirements.txt,463b51d2d4f031011d652b9af93e6427c081d78254e200a28edeff1f967773f0,74,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0243.
EXCLUDE,,janus_n17_repro_release/clean_replay/Janus_MoSSe_Current_ReproducibilityRelease_v2/source/__pycache__/dft_guided_material_v12.cpython-313.pyc,4a661f504711af7b318c9b381207fccc0052a01ab94760526986e7eadbe82f6b,20836,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_repro_release/clean_replay/Janus_MoSSe_Current_ReproducibilityRelease_v2/source/__pycache__/janus_fourier_landscapes_v12.cpython-313.pyc,9e9f06d235768820635cae6490905cb560a8e1fd55c9c4992832ad6abdeb59c4,12364,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_repro_release/clean_replay/Janus_MoSSe_Current_ReproducibilityRelease_v2/source/__pycache__/new_physics_v18.cpython-313.pyc,d47dc9e583b24aa76c94d2293cd04505fea3072fcc76bb0cb6e5b32c558e8fec,34065,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_repro_release/clean_replay/Janus_MoSSe_Current_ReproducibilityRelease_v2/source/canonical_analysis_v17.py,01627a2ee2cd29ba8ae80ea0cf2828cd98a9162c6b332f1ffaf4a1f320d75067,21837,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0003.
EXCLUDE,,janus_n17_repro_release/clean_replay/Janus_MoSSe_Current_ReproducibilityRelease_v2/source/dft_guided_material_v12.py,3dbb2ef66165b519ee48de20e34ed855e319cb3877f2f5952e710adcff671356,10403,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0216.
EXCLUDE,,janus_n17_repro_release/clean_replay/Janus_MoSSe_Current_ReproducibilityRelease_v2/source/janus_fourier_landscapes_v12.py,f2b1ffc29da25d053fa534145d2d1896cdfb33441928d4b12a218961114942d9,7446,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0817.
EXCLUDE,,janus_n17_repro_release/clean_replay/Janus_MoSSe_Current_ReproducibilityRelease_v2/source/make_figure7_v17.py,ff6b2cbd040613f8bf8ab7e8ff0847e805d62265a1341264e25468c52011f0f5,4240,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0859.
EXCLUDE,,janus_n17_repro_release/clean_replay/Janus_MoSSe_Current_ReproducibilityRelease_v2/source/make_figure8_v17.py,0e5d2eb929e892ab8952aafe8d7d7b34ca2e77cbf7d955edf2b9f2e3037ef1c8,5501,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0048.
EXCLUDE,,janus_n17_repro_release/clean_replay/Janus_MoSSe_Current_ReproducibilityRelease_v2/source/make_figure9_v18.py,7247a4e5057973a73c85075ba1ac48b9b0910dd4a485f31b0ed19c9423488f17,3981,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0399.
EXCLUDE,,janus_n17_repro_release/clean_replay/Janus_MoSSe_Current_ReproducibilityRelease_v2/source/new_physics_v18.py,88277be504516ebd14ed95273b25e894ba1a059696728616c94ad30e4b68d993,17736,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0473.
EXCLUDE,,janus_n17_repro_release/clean_replay/Janus_MoSSe_Current_ReproducibilityRelease_v2/source/run_dft_material_validation_v12.py,51d7f4fc14d6598872f4620a3703ce50109c12b9aa9097a5d18d4a0db5b20674,8442,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0284.
EXCLUDE,,janus_n17_repro_release/clean_replay/Janus_MoSSe_Current_ReproducibilityRelease_v2/source/validate_v12_outputs.py,3248297073e8618733aed92574283318eec85b71ccebd9f022c2cd341ddfc232,4461,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0169.
EXCLUDE,,janus_n17_repro_release/clean_replay/Janus_MoSSe_Current_ReproducibilityRelease_v2/source/validate_v17_release.py,d694af76263dd49cc778f8ec3e964efc4ea391d8b6171752861d2a34c57be70b,5099,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0733.
EXCLUDE,,janus_n17_repro_release/clean_replay/Janus_MoSSe_Current_ReproducibilityRelease_v2/source/validate_v18_release.py,99960c866b3663a49cdfd0428c5aa52d0b848d9eea49cb04e7b47a80aeff4d14,2818,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0527.
EXCLUDE,,janus_n17_repro_release/clean_replay/Janus_MoSSe_Current_ReproducibilityRelease_v2/validate_canonical_baseline.py,81dee3d39f297d6444b9c7306bbd661a4de36575624f86c952e9698cebe52846,3023,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0453.
EXCLUDE,,janus_n17_repro_release/clean_replay/Janus_MoSSe_Current_ReproducibilityRelease_v2/validate_release.py,01b591dcad6f4e74eb78e995f051694fa02789fc5a8c329c7733ba713c4b675e,5767,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0007.
EXCLUDE,,janus_n17_upstream_strengthening/render_main/Janus_MoSSe_UpstreamStrengthened_Manuscript_v5.pdf,b2864e9c66a25cc6f68cb26f115f9a6a58fd2ed7e08243514c776cefd83e4128,1531288,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_main/page-1.png,566fb0c299192261ba5bfceef96d878cd7a35249790975087aead578e60b31bd,604248,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_main/page-10.png,1953f67801b18fed424741711ced07dc46cc3ad539a1d14ded3a37adbebe61da,612445,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_main/page-11.png,a090e64f12989eeaf7763cad6fe77aa1267985b96c7202a56656d59285e1c108,563392,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_main/page-12.png,9cf274990e92622f206309489d7c4afe78103947661aeb4ca544fb56a563471f,494441,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_main/page-13.png,2d7db66284dae3fd1fece2ed8739a034042992ce769553353291113e17e25ad9,647627,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_main/page-14.png,d1b310b3b0241448be859ef1e0de12076e4f5b5cadb3fa49734652f7d35ed03a,662263,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_main/page-15.png,617fe86f22ce3ae5471617a3a2c3df3e469e777f4aaefc5e3a45509e0964f4c5,659996,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_main/page-16.png,857e53f6da3cf104cf28b64d950cd8a26e97d43167235d02634a414c0bd4e02b,397556,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_main/page-2.png,cf8adadbae1329e7c5bb79098f09b78729dd4bcf44cfa9abd2673c535149b22b,578604,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_main/page-3.png,48eb07fb653e9432c6c44bcadb0a2a2d6c23ce513a53759f77508539df3e53ce,586045,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_main/page-4.png,e3206fecd3a9b80899ca80b8db3b005e99b8461b62139c6f7798e5342db51807,613743,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_main/page-5.png,3d12b5062bd529382dc3f8179ad008a3122fb3dd405c34fac02f4bd75fd2e7f2,432928,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_main/page-6.png,ae4f4cf5230a572a91b3b7dba5d9f4279f37139ce90fd3cdc9301d80b4093b66,748984,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_main/page-7.png,2c9e558f505b66642d0cbd0ceee0d04af7f0f4eb2ec1bc8bbe705016873463ef,366018,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_main/page-8.png,77825a3c67d39980849aeb1a2ceefbeb12bda5054c00e41845661011cdf1c4c1,458645,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_main/page-9.png,e64e9a8052d3e5cab337af8c1e76cf9b41e753d21bd7064e1a182953f1668a81,638304,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_si/Janus_MoSSe_UpstreamStrengthened_SI_v5.pdf,acddd2534ea2ab8d0048d3b97912ca7e2bed799c65e42b1db9e2c5d252f12520,306137,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_si/page-1.png,2c51fb25d9bb322468aa7aa8aedd4d138b37d9c66ea23810a56b9ef797497c84,622090,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_si/page-2.png,a59d10be1320a4b6d07ad809f1b02cac1f483328ce79b022807012835998c6c7,503832,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_si/page-3.png,be2141797d310ac7cabdd9a4ad20932c728381389a1f7e01ccc35daf251d57e8,535615,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_si/page-4.png,98a3647c002126f3048c1ca660f6ce2257339529782fb1b86324fbe25588e245,69753,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_si/page-5.png,1cb9ad8fbd4672abd11b38506224b9c6fa4e0092c1519c2cfbab7867d3928040,581110,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_si/page-6.png,ca79a9e1168898e37176bc5a0792155d71bd0e7f486e50d114bc7bdb673428a7,468793,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_si_final/Janus_MoSSe_UpstreamStrengthened_SI_v5.pdf,de4744612d9ef8ce4069c7222a770737ce2587e46085d3104e88a8f9d2a6a9c2,307245,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_si_final/page-1.png,2c51fb25d9bb322468aa7aa8aedd4d138b37d9c66ea23810a56b9ef797497c84,622090,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_si_final/page-2.png,a59d10be1320a4b6d07ad809f1b02cac1f483328ce79b022807012835998c6c7,503832,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_si_final/page-3.png,3a8c1b537379f803b7ba36f7a3764af8962c59dd98649399667b5bef50838659,480138,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_si_final/page-4.png,0d9a9ccf908ece2e0e043fac62a094c70452cbb2b119d698730eab21ba9a9f06,507432,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_si_final/page-5.png,b2c40fc218a1c5a58fef5bf6f1e8dbe8bd13aec781025f3cb577c29d551bdbe6,617851,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_si_final/page-6.png,49d0c10d6a571a3c77345b1464a0c8e229514962f2bf4f2a14e9e0e8df19abbb,49251,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_si_final2/Janus_MoSSe_UpstreamStrengthened_SI_v5.pdf,a2e0e58d236c351c4877cf25b695de1a008f27aaeedcd2c8f2027be0e3fb8915,307341,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_si_final2/page-1.png,2c51fb25d9bb322468aa7aa8aedd4d138b37d9c66ea23810a56b9ef797497c84,622090,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_si_final2/page-2.png,a59d10be1320a4b6d07ad809f1b02cac1f483328ce79b022807012835998c6c7,503832,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_si_final2/page-3.png,3a8c1b537379f803b7ba36f7a3764af8962c59dd98649399667b5bef50838659,480138,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_si_final2/page-4.png,0d9a9ccf908ece2e0e043fac62a094c70452cbb2b119d698730eab21ba9a9f06,507432,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_si_final2/page-5.png,cd97ad7ecb35fdbb327608018b401f15269c2f99dc6fb446463aaf7862500e15,431153,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_si_final2/page-6.png,d5c62beb0c43c0babe93ba20e138cc628e0e3c8ed7c4f39a2a4e55913f9be13a,236441,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_si_fixed/Janus_MoSSe_UpstreamStrengthened_SI_v5.pdf,203fcae39fc0cf8fea2dc76939431d80f5eef218681f7976cfa8dfebbf8a8753,306914,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_si_fixed/page-1.png,2c51fb25d9bb322468aa7aa8aedd4d138b37d9c66ea23810a56b9ef797497c84,622090,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_si_fixed/page-2.png,a59d10be1320a4b6d07ad809f1b02cac1f483328ce79b022807012835998c6c7,503832,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_si_fixed/page-3.png,3a8c1b537379f803b7ba36f7a3764af8962c59dd98649399667b5bef50838659,480138,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_si_fixed/page-4.png,ecf6beee2aace4d6ca70047fd38da966edfa24a628e0c814dd8641cd11e155c1,116789,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_si_fixed/page-5.png,3ce6f5817c41ad5dad1972dccdd4ab3a24018e8b11cf5bdcf25c46710a910a1e,490811,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n17_upstream_strengthening/render_si_fixed/page-6.png,da298682d465fdd72ae196a9ff0829220ac20467b6b500601cc6f80a7915bb47,558688,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n18_publication_figures/figures/Figure_1_symmetry_contracts.eps,e323a5241525b4174004378247969467e3769d7830d00ab47403cba7a61f7379,930836,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0765.
EXCLUDE,,janus_n18_publication_figures/figures/Figure_1_symmetry_contracts.png,78983e66b36f9d8e34b5b278c747dacc3853ddd74041d3d77f03baef32a71a78,591999,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0418.
EXCLUDE,,janus_n18_publication_figures/figures/Figure_1_symmetry_contracts.svg,73701f66b5b6335819b7715eb8b993871f9e7325eb779f5265bf048e918a9fb3,900004,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0403.
EXCLUDE,,janus_n18_publication_figures/figures/Figure_1_symmetry_contracts.tif,f76df52a0ade6a794b655eea93ffa9acd4e3b5aef68cc12bd28f6e9a94b07193,1368896,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0828.
EXCLUDE,,janus_n18_publication_figures/figures/Figure_2_branch_resolved_depinning.eps,702c7df4c95b846a7182cb851e2f32ef747bb1396a3f2fb512805fd1083b7476,102502,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0390.
EXCLUDE,,janus_n18_publication_figures/figures/Figure_2_branch_resolved_depinning.png,7fc2cc1849fdb34cc963bfdf8026efc8afc701d2ac661e64c04b06ec4ce789c5,500552,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0442.
EXCLUDE,,janus_n18_publication_figures/figures/Figure_2_branch_resolved_depinning.svg,c82fd74dc6ed6253c6d11a992c616a9178b57c3caf39abc2981783930ad74dc2,64968,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0682.
EXCLUDE,,janus_n18_publication_figures/figures/Figure_2_branch_resolved_depinning.tif,2598bb850125edcb56b7371fbffa43e1892d836dfc95fe39e0f9b5e303e25adc,675368,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0129.
EXCLUDE,,janus_n18_publication_figures/figures/Figure_3_extended_size_shape_similarity.eps,5f136d10b0fbc37d98d23ca95faf55b8290eba3256e43eb6451e31cef3bf919e,113395,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0328.
EXCLUDE,,janus_n18_publication_figures/figures/Figure_3_extended_size_shape_similarity.png,9798acd7cc8752feb6af8d81bf5c4e917c79b9f87d7ec988eb1914b9d8361efe,619642,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0514.
EXCLUDE,,janus_n18_publication_figures/figures/Figure_3_extended_size_shape_similarity.svg,1c00a875ed0ac30f361ea7d8be76f6c917132c3d148c304e3869a27d84d2ae91,73294,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0093.
EXCLUDE,,janus_n18_publication_figures/figures/Figure_3_extended_size_shape_similarity.tif,e43840fb92eb42daee06f3635d45e3f33a6b3efdae775254a2bb45b2d8591a14,807512,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0772.
EXCLUDE,,janus_n18_publication_figures/figures/Figure_4_boundary_registry_switching.eps,4414efa5a28fdbf2d75551a31b6db7bdf2ac44aec8422e4ec5be6a5a97c40e59,108374,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0235.
EXCLUDE,,janus_n18_publication_figures/figures/Figure_4_boundary_registry_switching.png,9eb4f2e7fbadc1dc3089ca72008430014657f440c8c606f0f976f9c630904b82,569015,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0540.
EXCLUDE,,janus_n18_publication_figures/figures/Figure_4_boundary_registry_switching.svg,9fe9726ae96a0db4b542d83cdede5e16f83dc2a65ef184de6a088fc791b05e47,69705,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0547.
EXCLUDE,,janus_n18_publication_figures/figures/Figure_4_boundary_registry_switching.tif,7001c846195872f65ad409c7147a0381efa90e25e83ae3486a2bd2a0cb89acf8,712842,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0389.
EXCLUDE,,janus_n18_publication_figures/figures/Figure_5_vector_mode_map_floquet.eps,7591fecc7a2dcdc33743e7f4ea51d5c2c2012c5efbe7de50a90ac166b572ade1,700854,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0410.
EXCLUDE,,janus_n18_publication_figures/figures/Figure_5_vector_mode_map_floquet.png,4e20599f45316c220e8c773e2e02294b4972751a9c656351632d35a9bbd91657,364507,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0273.
EXCLUDE,,janus_n18_publication_figures/figures/Figure_5_vector_mode_map_floquet.svg,1e3671e015d0038f8e5b13dc26a1d087ce5a956603e9429d5ade81139e37d782,86492,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0104.
EXCLUDE,,janus_n18_publication_figures/figures/Figure_5_vector_mode_map_floquet.tif,b1bd679881357a41d15165c8d4381af288ec51e6015b36a098fd21394406ea0b,1109270,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0605.
EXCLUDE,,janus_n18_publication_figures/figures/Figure_6_thermal_stationary_hierarchy.eps,964dd655fbcd2c8dfd01b00aae1782a417aae3a607db62b653b62436c5b94b3c,95868,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0508.
