i,u,v,chi1,err
353,0.22565779915537065,0.43705775423582827,0.5835412113561179,-2.220446049250313e-16
354,0.04075175882053572,0.569738930769947,0.5835412113561181,0.0
355,0.6874169329947731,0.9325396178553904,0.5835412113561181,0.0
356,0.05191432394677531,0.7839918912416469,0.5835412113561183,1.1102230246251565e-16
357,0.3790258035782623,0.03153141415900074,0.5835412113561181,0.0
358,0.08977085539193697,0.3342199999307034,0.583541211356118,-1.1102230246251565e-16
359,0.4102147060516501,0.6390931445957301,0.5835412113561185,3.3306690738754696e-16
360,0.27096719131453906,0.0770087775310696,0.5835412113561183,1.1102230246251565e-16
361,0.9439844126927549,0.5014334066529762,0.5835412113561181,0.0
362,0.1258785667804886,0.7314406535060279,0.5835412113561177,-4.440892098500626e-16
363,0.7084347634399287,0.797964968959415,0.5835412113561171,-9.992007221626409e-16
364,0.2522031701697919,0.8204215904382234,0.5835412113561183,1.1102230246251565e-16
365,0.9826764779434921,0.5779868669616016,0.5835412113561177,-4.440892098500626e-16
366,0.9778074620085645,0.885107554311723,0.5835412113561183,1.1102230246251565e-16
367,0.6055998344224829,0.6655056756517628,0.583541211356118,-1.1102230246251565e-16
368,0.22148208101296407,0.2981805176768586,0.5835412113561183,1.1102230246251565e-16
369,0.11453386966141921,0.6343940610238876,0.5835412113561183,1.1102230246251565e-16
370,0.5199359078068192,0.8103155398795435,0.5835412113561174,-7.771561172376096e-16
371,0.8183780326195086,0.1869663404132078,0.5835412113561183,1.1102230246251565e-16
372,0.801557082224794,0.7962542578592169,0.5835412113561181,0.0
373,0.4024542241026433,0.8201437266519056,0.5835412113561184,2.220446049250313e-16
374,0.8239530136884633,0.06863369742760395,0.5835412113561181,0.0
375,0.628438420073366,0.9430956601355032,0.5835412113561185,3.3306690738754696e-16
376,0.6846835313298767,0.9551125185581183,0.583541211356118,-1.1102230246251565e-16
377,0.6076365051673429,0.8557537343827262,0.5835412113561175,-6.661338147750939e-16
378,0.3945157849846682,0.6429615516843153,0.5835412113561186,4.440892098500626e-16
379,0.13771993124805604,0.016234329567228478,0.583541211356118,-1.1102230246251565e-16
380,0.22654613764664433,0.3162902191552648,0.5835412113561179,-2.220446049250313e-16
381,0.8948821726962435,0.0899093865709436,0.5835412113561181,0.0
382,0.8215370955237902,0.7541976006136963,0.5835412113561183,1.1102230246251565e-16
383,0.7031032808341215,0.3897015313910105,0.5835412113561184,2.220446049250313e-16
384,0.9538846562066023,0.920384500974159,0.5835412113561181,0.0
385,0.5763925145752885,0.48624772053011533,0.5835412113561186,4.440892098500626e-16
386,0.02650508789028283,0.5096029283752403,0.5835412113561183,1.1102230246251565e-16
387,0.49056008130169493,0.08133732495794666,0.5835412113561178,-3.3306690738754696e-16
388,0.5137477646046069,0.13368181628955356,0.5835412113561181,0.0
389,0.4594139689289789,0.5516089469668268,0.5835412113561186,4.440892098500626e-16
390,0.451682666337324,0.6507100303843999,0.5835412113561177,-4.440892098500626e-16
391,0.19197292302326474,0.5408552440486863,0.5835412113561183,1.1102230246251565e-16
392,0.6820438136887214,0.6995939952238933,0.5835412113561189,7.771561172376096e-16
393,0.05037228672956884,0.3655733525978775,0.5835412113561183,1.1102230246251565e-16
394,0.6779240448296914,0.9345111758520854,0.5835412113561175,-6.661338147750939e-16
395,0.9009518600328656,0.09186963127787184,0.5835412113561179,-2.220446049250313e-16
396,0.4034395031450434,0.17555812969160045,0.5835412113561181,0.0
397,0.9020338946622268,0.2192818340566678,0.5835412113561181,0.0
398,0.07980214431665977,0.19171512054809814,0.583541211356118,-1.1102230246251565e-16
399,0.8607848073972957,0.428244150594574,0.5835412113561187,5.551115123125783e-16
400,0.8763854463600101,0.9359882525036181,0.5835412113561188,6.661338147750939e-16
401,0.2482961567453158,0.32821171685549544,0.583541211356118,-1.1102230246251565e-16
402,0.6158298472804403,0.2564036993110407,0.5835412113561179,-2.220446049250313e-16
403,0.8440184951945201,0.8475749709572551,0.5835412113561188,6.661338147750939e-16
404,0.6423108407740463,0.200326323969667,0.5835412113561179,-2.220446049250313e-16
405,0.6418965010076475,0.280928712213233,0.5835412113561181,0.0
406,0.8720249853749045,0.5955461099594934,0.5835412113561174,-7.771561172376096e-16
407,0.6888156424633546,0.12334926496290177,0.5835412113561177,-4.440892098500626e-16
408,0.07176382294176276,0.2818471947213812,0.5835412113561183,1.1102230246251565e-16
409,0.884276907642738,0.9061916640413025,0.583541211356118,-1.1102230246251565e-16
410,0.5467136248187234,0.9530901679895936,0.5835412113561178,-3.3306690738754696e-16
411,0.13173503792247887,0.5474161805324451,0.5835412113561184,2.220446049250313e-16
412,0.2539655915814696,0.39936425039987955,0.5835412113561181,0.0
413,0.6796316001340892,0.18885987042915475,0.5835412113561183,1.1102230246251565e-16
414,0.7672267654178585,0.1479348308104893,0.5835412113561184,2.220446049250313e-16
415,0.43706194605321913,0.43218406880806004,0.5835412113561185,3.3306690738754696e-16
416,0.22885692674871483,0.652933903933667,0.583541211356118,-1.1102230246251565e-16
417,0.21416577172104811,0.3614414112878598,0.5835412113561181,0.0
418,0.1286019359589895,0.505582733614777,0.5835412113561179,-2.220446049250313e-16
419,0.6206344780140232,0.5826823012399115,0.5835412113561177,-4.440892098500626e-16
420,0.10492043222948733,0.6324799948432959,0.5835412113561183,1.1102230246251565e-16
421,0.2969320875340983,0.24667969101611387,0.583541211356118,-1.1102230246251565e-16
422,0.7432263856166997,0.5003344059143461,0.5835412113561177,-4.440892098500626e-16
423,0.24859272077675065,0.5391219898012789,0.5835412113561178,-3.3306690738754696e-16
424,0.2002424117759639,0.25614122379748927,0.5835412113561183,1.1102230246251565e-16
425,0.608615074683328,0.4984370903143819,0.583541211356118,-1.1102230246251565e-16
426,0.6914418824612362,0.48253832900173776,0.583541211356118,-1.1102230246251565e-16
427,0.8551711765369343,0.4380292636327364,0.5835412113561181,0.0
428,0.03615841479627302,0.17240973624562617,0.5835412113561181,0.0
429,0.615343079294998,0.14867573820508662,0.5835412113561181,0.0
430,0.927781029057148,0.7739167344022377,0.583541211356118,-1.1102230246251565e-16
431,0.6930174709284093,0.08055152214325134,0.5835412113561186,4.440892098500626e-16
432,0.7583575697956825,0.9571959920427612,0.583541211356118,-1.1102230246251565e-16
433,0.27449896750206737,0.7064171442793961,0.5835412113561183,1.1102230246251565e-16
434,0.2874958729705138,0.33366628645853935,0.583541211356118,-1.1102230246251565e-16
435,0.0339221701414969,0.365217380743026,0.5835412113561179,-2.220446049250313e-16
436,0.6485336499114991,0.26178486432133696,0.5835412113561187,5.551115123125783e-16
437,0.9816618506225505,0.45926292390368295,0.5835412113561178,-3.3306690738754696e-16
438,0.5360295580542054,0.6089727435765873,0.5835412113561183,1.1102230246251565e-16
439,0.6438112296883909,0.8690528941927758,0.5835412113561174,-7.771561172376096e-16
440,0.07676712168405342,0.7390132793737633,0.5835412113561183,1.1102230246251565e-16
441,0.28644931899298165,0.9761287017002336,0.5835412113561181,0.0
442,0.8212853551322569,0.1680779627443022,0.5835412113561176,-5.551115123125783e-16
443,0.9479964760308033,0.18663132768713642,0.583541211356118,-1.1102230246251565e-16
444,0.37211549307813396,0.5534831054701889,0.583541211356118,-1.1102230246251565e-16
445,0.5215954169502478,0.759202225465625,0.5835412113561177,-4.440892098500626e-16
446,0.08653033573162072,0.3139899205386596,0.5835412113561179,-2.220446049250313e-16
447,0.4946123354254863,0.7271230580122988,0.5835412113561178,-3.3306690738754696e-16
448,0.3275627269990484,0.16611308231938737,0.5835412113561181,0.0
449,0.18222440551283303,0.6896056010671032,0.5835412113561178,-3.3306690738754696e-16
450,0.5786173991815944,0.8521384967868775,0.5835412113561189,7.771561172376096e-16
451,0.08274822652893876,0.35379433847238895,0.583541211356118,-1.1102230246251565e-16
452,0.659241761805734,0.6882892304184112,0.5835412113561181,0.0
453,0.6998349029793574,0.2002983725722265,0.5835412113561177,-4.440892098500626e-16
454,0.39051974155629654,0.5228698923990835,0.5835412113561177,-4.440892098500626e-16
455,0.30390444336657974,0.7389946872042088,0.5835412113561186,4.440892098500626e-16
456,0.12581232674804232,0.6506113294144532,0.5835412113561177,-4.440892098500626e-16
457,0.7415699844856116,0.4196880183195004,0.583541211356118,-1.1102230246251565e-16
458,0.8450871577882625,0.9455866254685398,0.5835412113561174,-7.771561172376096e-16
459,0.09785948283455315,0.34057531150960796,0.5835412113561181,0.0
460,0.0950121130771393,0.9736913424116033,0.5835412113561178,-3.3306690738754696e-16
461,0.5583915007878005,0.5586928935596869,0.583541211356118,-1.1102230246251565e-16
462,0.46074354278963414,0.6615255875239469,0.5835412113561187,5.551115123125783e-16
463,0.6100194487011891,0.1638875330354812,0.5835412113561183,1.1102230246251565e-16
464,0.7647517826961613,0.47002821111348847,0.5835412113561183,1.1102230246251565e-16
465,0.33061357858103757,0.3084012759074224,0.5835412113561179,-2.220446049250313e-16
466,0.40877318391532436,0.10149833105058281,0.583541211356118,-1.1102230246251565e-16
467,0.7449928382719057,0.8889670395010792,0.5835412113561189,7.771561172376096e-16
468,0.513693075181099,0.8478562905897025,0.5835412113561184,2.220446049250313e-16
469,0.06284716923476263,0.22406428129699263,0.5835412113561183,1.1102230246251565e-16
470,0.4999851027393968,0.2409651867179785,0.5835412113561184,2.220446049250313e-16
471,0.6897636052003626,0.13210941436237023,0.5835412113561187,5.551115123125783e-16
472,0.7787309650867298,0.2763980933472566,0.5835412113561183,1.1102230246251565e-16
473,0.4009851860787126,0.93301250656997,0.5835412113561189,7.771561172376096e-16
474,0.7492075656353588,0.8830854706141327,0.5835412113561181,0.0
475,0.7727395097601837,0.6343298606194823,0.5835412113561177,-4.440892098500626e-16
476,0.23593719944760516,0.7030606408077787,0.5835412113561177,-4.440892098500626e-16
477,0.10059419603186981,0.742803819702554,0.5835412113561184,2.220446049250313e-16
478,0.6804743656288407,0.4616151721435192,0.5835412113561177,-4.440892098500626e-16
479,0.7697604676288866,0.514137591077122,0.5835412113561184,2.220446049250313e-16
480,0.22590883051861166,0.32029169771571275,0.583541211356118,-1.1102230246251565e-16
481,0.2555802512153764,0.9702462573860856,0.5835412113561178,-3.3306690738754696e-16
482,0.7299284344498067,0.08165817729752811,0.5835412113561176,-5.551115123125783e-16
483,0.31845423210036405,0.19372629784251905,0.5835412113561181,0.0
484,0.019476845176575552,0.317668515498053,0.583541211356118,-1.1102230246251565e-16
485,0.22400089284323776,0.4594498819034393,0.5835412113561183,1.1102230246251565e-16
486,0.04465171620057751,0.3998437446978734,0.5835412113561179,-2.220446049250313e-16
487,0.15581387225997967,0.19438037312105827,0.5835412113561183,1.1102230246251565e-16
488,0.30637380738588915,0.9827711704256814,0.5835412113561181,0.0
489,0.5442678317790525,0.7604331314824281,0.5835412113561188,6.661338147750939e-16
490,0.7799580061894279,0.9542414275517217,0.5835412113561188,6.661338147750939e-16
491,0.6957848856347054,0.9841434093234008,0.5835412113561175,-6.661338147750939e-16
492,0.3418136272356441,0.8952463505756608,0.583541211356118,-1.1102230246251565e-16
493,0.032194001413590856,0.8579045520353739,0.5835412113561185,3.3306690738754696e-16
494,0.6954129137042416,0.8587927254344776,0.5835412113561174,-7.771561172376096e-16
495,0.09742833468691503,0.5613994065106491,0.5835412113561183,1.1102230246251565e-16
496,0.10920671833654705,0.7068693752130725,0.5835412113561183,1.1102230246251565e-16
497,0.9865019380549715,0.8652025910497022,0.583541211356118,-1.1102230246251565e-16
498,0.7577534662449773,0.569664170925495,0.5835412113561188,6.661338147750939e-16
499,0.0986043901855369,0.9735470242872675,0.583541211356118,-1.1102230246251565e-16
500,0.31323494361486137,0.4780035820770604,0.583541211356118,-1.1102230246251565e-16
501,0.07984081627352779,0.06156912426151284,0.5835412113561179,-2.220446049250313e-16
502,0.014226450346829456,0.1821598617868152,0.5835412113561181,0.0
503,0.11079763974888435,0.8968664305570246,0.5835412113561179,-2.220446049250313e-16
504,0.37990657031178987,0.7167125133219548,0.5835412113561185,3.3306690738754696e-16
505,0.1569871844170041,0.7747191085386931,0.5835412113561183,1.1102230246251565e-16
506,0.9597006011226749,0.6785146343484331,0.583541211356118,-1.1102230246251565e-16
507,0.8273234361131115,0.3778339934078653,0.5835412113561181,0.0
508,0.0893824444487673,0.09282603158635472,0.5835412113561181,0.0
509,0.6322376374674423,0.6906185201367098,0.5835412113561173,-8.881784197001252e-16
510,0.5581928426853102,0.13989906333958202,0.5835412113561177,-4.440892098500626e-16
511,0.5409369538849744,0.41435081792261796,0.5835412113561186,4.440892098500626e-16
512,0.45730284375710983,0.9527384459943723,0.5835412113561189,7.771561172376096e-16
513,0.1708607362856066,0.5995152830080064,0.5835412113561179,-2.220446049250313e-16
514,0.16637634931855838,0.7722026117824198,0.5835412113561177,-4.440892098500626e-16
515,0.2342743253859607,0.3799977619374064,0.5835412113561183,1.1102230246251565e-16
516,0.9766352898205254,0.4815790850187286,0.5835412113561174,-7.771561172376096e-16
517,0.15721282869512,0.8317330819108877,0.583541211356118,-1.1102230246251565e-16
518,0.9007789146720577,0.485646583480011,0.5835412113561187,5.551115123125783e-16
519,0.24320599811221677,0.28328640107200065,0.5835412113561183,1.1102230246251565e-16
520,0.21571007125977848,0.6743519333184508,0.5835412113561177,-4.440892098500626e-16
521,0.04707229346670916,0.922187894202309,0.583541211356118,-1.1102230246251565e-16
522,0.9109489520606225,0.061335631144899705,0.5835412113561179,-2.220446049250313e-16
523,0.1433835479666481,0.6804745147652324,0.5835412113561177,-4.440892098500626e-16
524,0.003342018706126715,0.906646672432224,0.5835412113561181,0.0
525,0.9159840029423453,0.23331926609440612,0.583541211356118,-1.1102230246251565e-16
526,0.17029399651389776,0.1569567639234004,0.5835412113561181,0.0
527,0.7137341927585267,0.7689302579081476,0.583541211356118,-1.1102230246251565e-16
528,0.12674047948119238,0.8130249128359214,0.5835412113561179,-2.220446049250313e-16
529,0.05083929649546148,0.9229694318688743,0.583541211356118,-1.1102230246251565e-16
530,0.897469293868429,0.6947621099754431,0.5835412113561171,-9.992007221626409e-16
531,0.40336696579191234,0.32769740811978154,0.5835412113561176,-5.551115123125783e-16
532,0.47704891957037077,0.9748380519339762,0.5835412113561184,2.220446049250313e-16
533,0.020712270286963097,0.04782452832498618,0.5835412113561181,0.0
534,0.269119279993681,0.8461550557845836,0.5835412113561183,1.1102230246251565e-16
535,0.3242518894532437,0.06458870797343208,0.5835412113561181,0.0
536,0.21793896673593105,0.7065145484517993,0.5835412113561181,0.0
537,0.5520220036384388,0.7141520602216895,0.5835412113561176,-5.551115123125783e-16
538,0.5401246518904619,0.4346492002556177,0.5835412113561181,0.0
539,0.02512389458128106,0.8329046561796121,0.5835412113561177,-4.440892098500626e-16
540,0.06500733589515562,0.5579633510390967,0.583541211356118,-1.1102230246251565e-16
541,0.5479561063739364,0.8239244288589161,0.5835412113561188,6.661338147750939e-16
542,0.31029446532712057,0.37198407262619837,0.5835412113561179,-2.220446049250313e-16
543,0.04372677674018399,0.29310039618935924,0.583541211356118,-1.1102230246251565e-16
544,0.3849063416609765,0.6292780166968284,0.5835412113561179,-2.220446049250313e-16
545,0.9168771699683621,0.5512727271715047,0.5835412113561185,3.3306690738754696e-16
546,0.3171330836092948,0.30656720786221436,0.5835412113561183,1.1102230246251565e-16
547,0.09147050550427693,0.27591557859104665,0.583541211356118,-1.1102230246251565e-16
548,0.3565366952688097,0.6987177570174947,0.5835412113561179,-2.220446049250313e-16
549,0.8062129531773925,0.18917109992273018,0.583541211356118,-1.1102230246251565e-16
550,0.41671498459152745,0.8885679968667696,0.5835412113561177,-4.440892098500626e-16
551,0.7415377991266573,0.8545164554741799,0.5835412113561189,7.771561172376096e-16
552,0.5387998838181244,0.5187216891306592,0.5835412113561186,4.440892098500626e-16
553,0.6592100321678773,0.059954765062765425,0.583541211356118,-1.1102230246251565e-16
554,0.21293144226168426,0.030410899493033217,0.5835412113561178,-3.3306690738754696e-16
555,0.539058945079445,0.5239437805979404,0.5835412113561179,-2.220446049250313e-16
556,0.6183144506303543,0.701917970131653,0.5835412113561177,-4.440892098500626e-16
557,0.45385008289434914,0.17729790338195084,0.5835412113561178,-3.3306690738754696e-16
558,0.5833368500123078,0.5089136217037883,0.5835412113561184,2.220446049250313e-16
559,0.9738825397416957,0.4160136301793309,0.5835412113561177,-4.440892098500626e-16
560,0.4742997950699288,0.9489795228738612,0.5835412113561187,5.551115123125783e-16
561,0.4411594141655072,0.47709982146078966,0.5835412113561181,0.0
562,0.5565554986458754,0.8939748969492292,0.583541211356118,-1.1102230246251565e-16
563,0.982933382401061,0.6426636818969889,0.5835412113561187,5.551115123125783e-16
564,0.8059168977746722,0.764310313791158,0.583541211356118,-1.1102230246251565e-16
565,0.7955316652027197,0.18264101302038682,0.5835412113561181,0.0
566,0.28234012777575856,0.6198029259212766,0.5835412113561178,-3.3306690738754696e-16
567,0.7392162542701173,0.207825926567611,0.5835412113561179,-2.220446049250313e-16
568,0.6446383096710524,0.5619748124441154,0.5835412113561181,0.0
569,0.35315719137985424,0.46632748477759256,0.583541211356118,-1.1102230246251565e-16
570,0.8151908277534519,0.8157921337937161,0.5835412113561173,-8.881784197001252e-16
571,0.013633178810785629,0.1022468333122134,0.5835412113561183,1.1102230246251565e-16
572,0.019107699226454722,0.005975193487695152,0.5835412113561181,0.0
573,0.21195872554433692,0.6838486419505617,0.5835412113561179,-2.220446049250313e-16
574,0.030948331508033222,0.7162183201620497,0.583541211356118,-1.1102230246251565e-16
575,0.30030121736765836,0.15980576050128392,0.583541211356118,-1.1102230246251565e-16
576,0.8595367504632326,0.23371441390161152,0.5835412113561185,3.3306690738754696e-16
577,0.16075081734796737,0.8347306222915896,0.583541211356118,-1.1102230246251565e-16
578,0.47029202967989236,0.49773330083827283,0.5835412113561181,0.0
579,0.6475724863570751,0.8365425688989168,0.5835412113561187,5.551115123125783e-16
580,0.9009871717636325,0.06084907267984885,0.5835412113561181,0.0
581,0.4852420215365253,0.08471140853449843,0.583541211356118,-1.1102230246251565e-16
582,0.8602574215875934,0.4622571878481221,0.5835412113561178,-3.3306690738754696e-16
583,0.7669884176874194,0.29787158010418147,0.5835412113561181,0.0
584,0.6529035356583156,0.5272889209572434,0.5835412113561181,0.0
585,0.37067007395132323,0.2891029506099432,0.583541211356118,-1.1102230246251565e-16
586,0.17719225949860018,0.3728779001840957,0.5835412113561178,-3.3306690738754696e-16
587,0.09106327072262888,0.5716607886049523,0.5835412113561183,1.1102230246251565e-16
588,0.6384668846959833,0.4706265228049584,0.5835412113561177,-4.440892098500626e-16
589,0.1448608838896367,0.8443447494648346,0.5835412113561184,2.220446049250313e-16
590,0.938835506614173,0.24387639544792994,0.5835412113561178,-3.3306690738754696e-16
591,0.7737902177436146,0.8619941628578096,0.5835412113561181,0.0
592,0.8396463192397283,0.9384392346050584,0.5835412113561173,-8.881784197001252e-16
593,0.9075745884634892,0.8291312104432821,0.5835412113561183,1.1102230246251565e-16
594,0.6697955925704896,0.3213630281567692,0.5835412113561181,0.0
595,0.9746021842055854,0.7339186583680575,0.5835412113561175,-6.661338147750939e-16
596,0.5505506847542544,0.8391012922003276,0.5835412113561177,-4.440892098500626e-16
597,0.722896656813984,0.3247013892148649,0.5835412113561186,4.440892098500626e-16
598,0.6104221542249517,0.23404552782005184,0.5835412113561178,-3.3306690738754696e-16
599,0.811934208344737,0.5521060441055988,0.5835412113561175,-6.661338147750939e-16
600,0.22596778670305662,0.509218153922058,0.5835412113561183,1.1102230246251565e-16
601,0.30391997569000995,0.023473267422169486,0.5835412113561177,-4.440892098500626e-16
602,0.561533145461584,0.8102836878855926,0.5835412113561177,-4.440892098500626e-16
603,0.25389394795225084,0.522923521341058,0.5835412113561186,4.440892098500626e-16
604,0.29053282951119086,0.4167916230823878,0.583541211356118,-1.1102230246251565e-16
605,0.3418950949138351,0.15115808547403065,0.5835412113561183,1.1102230246251565e-16
606,0.6729687272444693,0.28656465523769215,0.5835412113561181,0.0
607,0.11387663112335789,0.9792705795984908,0.5835412113561183,1.1102230246251565e-16
608,0.12433568864266875,0.5921441422497737,0.583541211356118,-1.1102230246251565e-16
609,0.6186944122827891,0.9239699693039992,0.5835412113561176,-5.551115123125783e-16
610,0.08005957478216053,0.30978768226297226,0.583541211356118,-1.1102230246251565e-16
611,0.6635763873378013,0.8277819585252334,0.5835412113561188,6.661338147750939e-16
612,0.3421253537414506,0.018760446556818744,0.583541211356118,-1.1102230246251565e-16
613,0.2011778678699958,0.3182635554563997,0.5835412113561181,0.0
614,0.4229813803425505,0.6778141331088151,0.5835412113561177,-4.440892098500626e-16
615,0.16727653684673627,0.3574262227252708,0.5835412113561184,2.220446049250313e-16
616,0.4187691739419592,0.48820684758488153,0.5835412113561176,-5.551115123125783e-16
617,0.2774388719984823,0.7201195259611916,0.583541211356118,-1.1102230246251565e-16
618,0.3338156252197254,0.532009746029744,0.583541211356118,-1.1102230246251565e-16
619,0.013781244966415418,0.9133239472097878,0.583541211356118,-1.1102230246251565e-16
620,0.5053921607926334,0.5774786035979909,0.5835412113561181,0.0
621,0.23347099938151428,0.33947662578295756,0.5835412113561184,2.220446049250313e-16
622,0.26457980163939665,0.09778919696107635,0.5835412113561181,0.0
623,0.751232545319103,0.5544177127369805,0.5835412113561177,-4.440892098500626e-16
624,0.8163419316066328,0.1459084570832715,0.5835412113561177,-4.440892098500626e-16
625,0.927352225626552,0.39622531319208487,0.583541211356118,-1.1102230246251565e-16
626,0.6158756225176042,0.1593464231686419,0.5835412113561183,1.1102230246251565e-16
627,0.681134182971035,0.894390959208732,0.5835412113561179,-2.220446049250313e-16
628,0.8470413154276181,0.8073906503999684,0.5835412113561175,-6.661338147750939e-16
629,0.6463421833553893,0.24868409285068604,0.583541211356118,-1.1102230246251565e-16
630,0.29538419841937846,0.5515006589351884,0.583541211356118,-1.1102230246251565e-16
631,0.44617652281487863,0.7552903900442196,0.5835412113561185,3.3306690738754696e-16
632,0.27445105207917964,0.2855101213013741,0.583541211356118,-1.1102230246251565e-16
633,0.22161384010939755,0.9956466996010596,0.583541211356118,-1.1102230246251565e-16
634,0.9172315782087646,0.03484206084833941,0.5835412113561179,-2.220446049250313e-16
635,0.9766220409357061,0.27453954492376076,0.5835412113561176,-5.551115123125783e-16
636,0.7331093240114582,0.8897177713645043,0.5835412113561175,-6.661338147750939e-16
637,0.8606869414755769,0.23065548019602655,0.5835412113561183,1.1102230246251565e-16
638,0.11665810250476383,0.8923039846022383,0.5835412113561178,-3.3306690738754696e-16
639,0.9435347874716522,0.5935494524654716,0.5835412113561184,2.220446049250313e-16
640,0.9561343541361084,0.7263219251905828,0.583541211356118,-1.1102230246251565e-16
641,0.7182250674672833,0.6433766665452643,0.5835412113561175,-6.661338147750939e-16
642,0.9856040116370581,0.35398153267953314,0.583541211356118,-1.1102230246251565e-16
643,0.006003241553516392,0.6993759741050032,0.5835412113561177,-4.440892098500626e-16
644,0.6627920382073218,0.48550747785900883,0.583541211356118,-1.1102230246251565e-16
645,0.9128511015960121,0.0974437782237565,0.5835412113561181,0.0
646,0.18107255561651647,0.31449662833086633,0.5835412113561179,-2.220446049250313e-16
647,0.25200620335804147,0.39153435613713994,0.5835412113561178,-3.3306690738754696e-16
648,0.8875007930470316,0.3554212050790517,0.5835412113561181,0.0
649,0.8356267523917662,0.9581910794077596,0.5835412113561181,0.0
650,0.3816362613215808,0.7920526193821578,0.5835412113561179,-2.220446049250313e-16
651,0.4499773005731059,0.4799682934995102,0.583541211356118,-1.1102230246251565e-16
652,0.5416422487150233,0.4098754187047138,0.5835412113561177,-4.440892098500626e-16
653,0.698124925360643,0.3036128093065714,0.583541211356118,-1.1102230246251565e-16
654,0.5209474042915313,0.3355043673262541,0.5835412113561181,0.0
655,0.21853123116975848,0.9681470805372102,0.5835412113561181,0.0
656,0.02295410395833375,0.3413396576929222,0.583541211356118,-1.1102230246251565e-16
657,0.9283698077737556,0.5475333670671725,0.5835412113561179,-2.220446049250313e-16
658,0.38782190467951794,0.7671271768432918,0.5835412113561185,3.3306690738754696e-16
659,0.3940639167438179,0.02377190502755422,0.5835412113561184,2.220446049250313e-16
660,0.15159222555676766,0.28237241142036074,0.5835412113561179,-2.220446049250313e-16
661,0.0760485142821633,0.8760260287056447,0.5835412113561183,1.1102230246251565e-16
662,0.1605850052365113,0.3420927576336785,0.5835412113561179,-2.220446049250313e-16
663,0.5549627236146777,0.728130349788645,0.5835412113561189,7.771561172376096e-16
664,0.6256361455477333,0.5430374565992164,0.5835412113561181,0.0
665,0.6391263919391067,0.6985006180875324,0.5835412113561188,6.661338147750939e-16
666,0.5407381010803759,0.5852775158572663,0.5835412113561181,0.0
667,0.17290521614050713,0.08595518784592737,0.583541211356118,-1.1102230246251565e-16
668,0.5572889001820914,0.8267799213977066,0.5835412113561181,0.0
669,0.7270585833711064,0.29861070400448275,0.583541211356118,-1.1102230246251565e-16
670,0.8413380981005152,0.17977524518492505,0.5835412113561187,5.551115123125783e-16
671,0.9059147888127911,0.24177428692381386,0.5835412113561179,-2.220446049250313e-16
672,0.6085977799144466,0.901376654474278,0.5835412113561183,1.1102230246251565e-16
673,0.7181166940606016,0.009914033369029074,0.5835412113561174,-7.771561172376096e-16
674,0.9627956247564371,0.20314225345008785,0.5835412113561181,0.0
675,0.07008316873067011,0.964836130300383,0.5835412113561179,-2.220446049250313e-16
676,0.36044297055620333,0.24772021863709281,0.5835412113561179,-2.220446049250313e-16
677,0.13311180315944926,0.5268442266470122,0.5835412113561184,2.220446049250313e-16
678,0.9343580298809971,0.6911124617538934,0.583541211356118,-1.1102230246251565e-16
679,0.7760398847487936,0.32436678928394636,0.5835412113561179,-2.220446049250313e-16
680,0.3844915182993568,0.8122264954941181,0.5835412113561183,1.1102230246251565e-16
681,0.48870373435051806,0.8070608488079656,0.583541211356118,-1.1102230246251565e-16
682,0.9973090969864561,0.3276684903477949,0.5835412113561188,6.661338147750939e-16
683,0.797895244921669,0.15624121994090223,0.583541211356118,-1.1102230246251565e-16
684,0.8267222437538057,0.044132781321728154,0.5835412113561189,7.771561172376096e-16
685,0.8764961367946296,0.5166583480209489,0.5835412113561181,0.0
686,0.983707662182162,0.5481854156620647,0.583541211356118,-1.1102230246251565e-16
687,0.4913499514976495,0.7750435343538079,0.5835412113561177,-4.440892098500626e-16
688,0.020242313868170658,0.3070106802589606,0.5835412113561179,-2.220446049250313e-16
689,0.8745988528049817,0.42214534384636326,0.5835412113561185,3.3306690738754696e-16
690,0.8779134775996519,0.15020211766062097,0.5835412113561185,3.3306690738754696e-16
691,0.22949025596651573,0.7777614293331263,0.5835412113561186,4.440892098500626e-16
692,0.8241676611719296,0.040119254295649553,0.5835412113561183,1.1102230246251565e-16
693,0.13189107063702876,0.18416673930632843,0.5835412113561181,0.0
694,0.221469444498535,0.9427456123597575,0.5835412113561179,-2.220446049250313e-16
695,0.9820291561278288,0.03621092521039426,0.5835412113561177,-4.440892098500626e-16
696,0.6032183324029292,0.34329934647250493,0.5835412113561183,1.1102230246251565e-16
697,0.1138789600650818,0.790982974448453,0.5835412113561183,1.1102230246251565e-16
698,0.1680548719140479,0.1535363721020776,0.5835412113561181,0.0
699,0.46646666694094185,0.3046456206275069,0.5835412113561183,1.1102230246251565e-16
700,0.39802250052482524,0.7361521197171402,0.5835412113561181,0.0
701,0.5058170118689348,0.8073557226330461,0.5835412113561184,2.220446049250313e-16
702,0.887266274079373,0.23527136982172736,0.5835412113561183,1.1102230246251565e-16
703,0.2596165768003219,0.636021106886298,0.5835412113561179,-2.220446049250313e-16
704,0.9375225513636078,0.2625849853291311,0.5835412113561183,1.1102230246251565e-16
705,0.8846087062734564,0.23459227129052074,0.5835412113561183,1.1102230246251565e-16
706,0.693332937849266,0.43301904942395786,0.5835412113561177,-4.440892098500626e-16
707,0.5106636369910363,0.48084191470000726,0.5835412113561177,-4.440892098500626e-16
